floor,x,y,time,nop
1,0,19,555,0
1,0,19,556,0
1,0,19,557,0
1,0,19,558,0
1,0,19,559,0
1,0,19,560,0
1,0,19,561,0
1,0,19,562,0
1,0,19,563,0
1,0,19,564,0
1,0,19,565,0
1,0,19,566,0
1,0,19,567,0
1,0,19,568,0
1,0,19,569,0
1,0,19,570,0
1,0,19,571,0
1,0,19,572,0
1,0,19,573,0
1,0,19,574,0
1,0,19,575,1
1,0,19,576,3
1,0,19,577,1
1,0,19,578,0
1,0,19,579,0
1,0,19,580,0
1,0,19,581,0
1,0,19,582,0
1,0,19,583,0
1,0,19,584,0
1,0,19,585,0
1,0,19,586,0
1,0,19,587,0
1,0,19,588,1
1,0,19,589,0
1,0,19,590,0
1,0,19,591,0
1,0,19,592,0
1,0,19,593,0
1,0,19,594,0
1,0,19,595,0
1,0,19,596,0
1,0,19,597,0
1,0,19,598,0
1,0,19,599,0
1,0,19,600,0
1,0,19,601,0
1,0,19,602,0
1,0,19,603,0
1,0,19,604,0
1,0,19,605,0
1,0,19,606,0
1,0,19,607,0
1,0,19,608,0
1,0,19,609,0
1,0,19,610,0
1,0,19,611,0
1,0,19,612,0
1,0,19,613,0
1,0,19,614,0
1,0,19,615,0
1,0,19,616,0
1,0,19,617,0
1,0,19,618,0
1,0,19,619,0
1,0,19,620,0
1,0,19,621,4
1,0,19,622,0
1,0,19,623,1
1,0,19,624,0
1,0,19,625,1
1,0,19,626,1
1,0,19,627,1
1,0,19,628,2
1,0,19,629,1
1,0,19,630,0
1,0,19,631,0
1,0,19,632,1
1,0,19,633,0
1,0,19,634,2
1,0,19,635,0
1,0,19,636,0
1,0,19,637,2
1,0,19,638,2
1,0,19,639,0
1,0,19,640,0
1,0,19,641,0
1,0,19,642,1
1,0,19,643,0
1,0,19,644,1
1,0,19,645,0
1,0,19,646,0
1,0,19,647,0
1,0,19,648,0
1,0,19,649,0
1,0,19,650,0
1,0,19,651,0
1,0,19,652,0
1,0,19,653,0
1,0,19,654,0
1,0,19,655,0
1,0,19,656,0
1,0,19,657,0
1,0,19,658,0
1,0,19,659,0
1,0,19,660,0
1,0,19,661,0
1,0,19,662,0
1,0,19,663,0
1,0,19,664,0
1,0,19,665,0
1,0,19,666,0
1,0,19,667,0
1,0,19,668,0
1,0,19,669,0
1,0,19,670,0
1,0,19,671,0
1,0,19,672,0
1,0,19,673,1
1,0,19,674,1
1,0,19,675,0
1,0,19,676,0
1,0,19,677,0
1,0,19,678,1
1,0,19,679,0
1,0,19,680,0
1,0,19,681,0
1,0,19,682,0
1,0,19,683,1
1,0,19,684,0
1,0,19,685,0
1,0,19,686,0
1,0,19,687,0
1,0,19,688,4
1,0,19,689,3
1,0,19,690,3
1,0,19,691,2
1,0,19,692,7
1,0,19,693,7
1,0,19,694,10
1,0,19,695,5
1,0,19,696,7
1,0,19,697,1
1,0,19,698,4
1,0,19,699,1
1,0,19,700,4
1,0,19,701,2
1,0,19,702,3
1,0,19,703,1
1,0,19,704,1
1,0,19,705,2
1,0,19,706,1
1,0,19,707,2
1,0,19,708,0
1,0,19,709,0
1,0,19,710,0
1,0,19,711,0
1,0,19,712,6
1,0,19,713,5
1,0,19,714,6
1,0,19,715,22
1,0,19,716,12
1,0,19,717,9
1,0,19,718,8
1,0,19,719,10
1,0,19,720,2
1,0,19,721,2
1,0,19,722,4
1,0,19,723,3
1,0,19,724,2
1,0,19,725,1
1,0,19,726,1
1,0,19,727,1
1,0,19,728,0
1,0,19,729,0
1,0,19,730,0
1,0,19,731,0
1,0,19,732,0
1,0,19,733,0
1,0,19,734,0
1,0,19,735,0
1,0,19,736,0
1,0,19,737,0
1,0,19,738,0
1,0,19,739,0
1,0,19,740,0
1,0,19,741,0
1,0,19,742,0
1,0,19,743,0
1,0,19,744,0
1,0,19,745,0
1,0,19,746,0
1,0,19,747,0
1,0,19,748,0
1,0,19,749,0
1,0,19,750,0
1,0,19,751,0
1,0,19,752,0
1,1,10,452,0
1,1,10,453,0
1,1,10,454,0
1,1,10,455,0
1,1,10,456,0
1,1,10,457,0
1,1,10,458,0
1,1,10,459,0
1,1,10,460,0
1,1,10,461,0
1,1,10,462,0
1,1,10,463,0
1,1,10,464,0
1,1,10,465,0
1,1,10,466,0
1,1,10,467,0
1,1,10,468,0
1,1,10,469,0
1,1,10,470,0
1,1,10,471,0
1,1,10,472,0
1,1,10,473,0
1,1,10,474,0
1,1,10,475,0
1,1,10,476,0
1,1,10,477,0
1,1,10,478,0
1,1,10,479,0
1,1,10,480,0
1,1,10,481,0
1,1,10,482,0
1,1,10,483,0
1,1,10,484,15
1,1,10,485,59
1,1,10,486,59
1,1,10,487,59
1,1,10,488,59
1,1,10,489,59
1,1,10,490,59
1,1,10,491,59
1,1,10,492,59
1,1,10,493,59
1,1,10,494,59
1,1,10,495,59
1,1,10,496,59
1,1,10,497,59
1,1,10,498,59
1,1,10,499,59
1,1,10,500,59
1,1,10,501,59
1,1,10,502,59
1,1,10,503,59
1,1,10,504,59
1,1,10,505,59
1,1,10,506,59
1,1,10,507,59
1,1,10,508,59
1,1,10,509,59
1,1,10,510,59
1,1,10,511,59
1,1,10,512,59
1,1,10,513,59
1,1,10,514,59
1,1,10,515,59
1,1,10,516,59
1,1,10,517,59
1,1,10,518,59
1,1,10,519,59
1,1,10,520,59
1,1,10,521,59
1,1,10,522,59
1,1,10,523,59
1,1,10,524,59
1,1,10,525,59
1,1,10,526,59
1,1,10,527,59
1,1,10,528,59
1,1,10,529,59
1,1,10,530,59
1,1,10,531,59
1,1,10,532,59
1,1,10,533,59
1,1,10,534,59
1,1,10,535,59
1,1,10,536,59
1,1,10,537,59
1,1,10,538,59
1,1,10,539,59
1,1,10,540,59
1,1,10,541,59
1,1,10,542,59
1,1,10,543,59
1,1,10,544,68
1,1,10,545,59
1,1,10,546,59
1,1,10,547,68
1,1,10,548,59
1,1,10,549,59
1,1,10,550,59
1,1,10,551,59
1,1,10,552,59
1,1,10,553,59
1,1,10,554,59
1,1,10,555,59
1,1,10,556,59
1,1,10,557,59
1,1,10,558,59
1,1,10,559,59
1,1,10,560,59
1,1,10,561,59
1,1,10,562,59
1,1,10,563,59
1,1,10,564,59
1,1,10,565,59
1,1,10,566,59
1,1,10,567,59
1,1,10,568,59
1,1,10,569,59
1,1,10,570,59
1,1,10,571,59
1,1,10,572,59
1,1,10,573,59
1,1,10,574,59
1,1,10,575,59
1,1,10,576,59
1,1,10,577,59
1,1,10,578,59
1,1,10,579,68
1,1,10,580,59
1,1,10,581,68
1,1,10,582,82
1,1,10,583,69
1,1,10,584,68
1,1,10,585,75
1,1,10,586,91
1,1,10,587,66
1,1,10,588,71
1,1,10,589,78
1,1,10,590,59
1,1,10,591,59
1,1,10,592,59
1,1,10,593,59
1,1,10,594,59
1,1,10,595,59
1,1,10,596,59
1,1,10,597,59
1,1,10,598,59
1,1,10,599,59
1,1,10,600,59
1,1,10,601,59
1,1,10,602,59
1,1,10,603,59
1,1,10,604,59
1,1,10,605,59
1,1,10,606,59
1,1,10,607,59
1,1,10,608,59
1,1,10,609,59
1,1,10,610,59
1,1,10,611,59
1,1,10,612,59
1,1,10,613,59
1,1,10,614,59
1,1,10,615,59
1,1,10,616,59
1,1,10,617,59
1,1,10,618,59
1,1,10,619,59
1,1,10,620,59
1,1,10,621,59
1,1,10,622,59
1,1,10,623,59
1,1,10,624,59
1,1,10,625,68
1,1,10,626,59
1,1,10,627,68
1,1,10,628,75
1,1,10,629,76
1,1,10,630,83
1,1,10,631,59
1,1,10,632,59
1,1,10,633,93
1,1,10,634,86
1,1,10,635,75
1,1,10,636,68
1,1,10,637,91
1,1,10,638,100
1,1,10,639,59
1,1,10,640,75
1,1,10,641,59
1,1,10,642,75
1,1,10,643,75
1,1,10,644,59
1,1,10,645,59
1,1,10,646,59
1,1,10,647,59
1,1,10,648,59
1,1,10,649,59
1,1,10,650,59
1,1,10,651,59
1,1,10,652,75
1,1,10,653,59
1,1,10,654,59
1,1,10,655,59
1,1,10,656,59
1,1,10,657,59
1,1,10,658,59
1,1,10,659,59
1,1,10,660,59
1,1,10,661,18
1,1,10,662,0
1,1,10,663,0
1,1,10,664,0
1,1,10,665,0
1,1,10,666,0
1,1,10,667,0
1,1,10,668,0
1,1,10,669,0
1,1,10,670,0
1,1,10,671,0
1,1,10,672,14
1,1,10,673,3
1,1,10,674,0
1,1,10,675,9
1,1,10,676,6
1,1,10,677,16
1,1,10,678,0
1,1,10,679,0
1,1,10,680,0
1,1,10,681,0
1,1,10,682,0
1,1,10,683,9
1,1,10,684,27
1,1,10,685,0
1,1,10,686,0
1,1,10,687,41
1,1,10,688,32
1,1,10,689,0
1,1,10,690,5
1,1,10,691,28
1,1,10,692,9
1,1,10,693,27
1,1,10,694,27
1,1,10,695,41
1,1,10,696,25
1,1,10,697,65
1,1,10,698,6
1,1,10,699,74
1,1,10,700,48
1,1,10,701,0
1,1,10,702,10
1,1,10,703,5
1,1,10,704,0
1,1,10,705,0
1,1,10,706,16
1,1,10,707,0
1,1,10,708,7
1,1,10,709,8
1,1,10,710,0
1,1,10,711,0
1,1,10,712,0
1,1,10,713,0
1,1,10,714,0
1,1,10,715,10
1,1,10,716,5
1,1,10,717,0
1,1,10,718,0
1,1,10,719,0
1,1,10,720,0
1,1,10,721,0
1,1,10,722,0
1,1,10,723,0
1,1,10,724,0
1,1,10,725,0
1,1,10,726,0
1,1,10,727,0
1,1,10,728,0
1,1,10,729,0
1,1,10,730,0
1,1,10,731,0
1,1,10,732,0
1,1,10,733,0
1,1,10,734,0
1,1,10,735,0
1,1,10,736,0
1,1,10,737,0
1,1,10,738,0
1,1,10,739,0
1,1,10,740,0
1,1,10,741,0
1,1,10,742,0
1,1,10,743,0
1,1,10,744,0
1,1,10,745,0
1,1,10,746,0
1,1,10,747,0
1,1,10,748,0
1,1,10,749,0
1,1,10,750,0
1,1,10,751,0
1,1,10,752,0
1,1,11,452,0
1,1,11,453,0
1,1,11,454,0
1,1,11,455,0
1,1,11,456,0
1,1,11,457,0
1,1,11,458,0
1,1,11,459,0
1,1,11,460,0
1,1,11,461,0
1,1,11,462,0
1,1,11,463,0
1,1,11,464,0
1,1,11,465,0
1,1,11,466,0
1,1,11,467,0
1,1,11,468,0
1,1,11,469,0
1,1,11,470,0
1,1,11,471,0
1,1,11,472,0
1,1,11,473,0
1,1,11,474,0
1,1,11,475,0
1,1,11,476,0
1,1,11,477,0
1,1,11,478,0
1,1,11,479,0
1,1,11,480,0
1,1,11,481,0
1,1,11,482,0
1,1,11,483,0
1,1,11,484,7
1,1,11,485,0
1,1,11,486,0
1,1,11,487,0
1,1,11,488,0
1,1,11,489,0
1,1,11,490,0
1,1,11,491,0
1,1,11,492,0
1,1,11,493,0
1,1,11,494,0
1,1,11,495,0
1,1,11,496,0
1,1,11,497,0
1,1,11,498,0
1,1,11,499,0
1,1,11,500,0
1,1,11,501,0
1,1,11,502,0
1,1,11,503,0
1,1,11,504,0
1,1,11,505,0
1,1,11,506,0
1,1,11,507,0
1,1,11,508,0
1,1,11,509,0
1,1,11,510,0
1,1,11,511,0
1,1,11,512,0
1,1,11,513,0
1,1,11,514,0
1,1,11,515,0
1,1,11,516,0
1,1,11,517,0
1,1,11,518,0
1,1,11,519,0
1,1,11,520,0
1,1,11,521,0
1,1,11,522,0
1,1,11,523,0
1,1,11,524,0
1,1,11,525,0
1,1,11,526,0
1,1,11,527,0
1,1,11,528,0
1,1,11,529,0
1,1,11,530,0
1,1,11,531,0
1,1,11,532,0
1,1,11,533,0
1,1,11,534,0
1,1,11,535,0
1,1,11,536,0
1,1,11,537,0
1,1,11,538,0
1,1,11,539,0
1,1,11,540,0
1,1,11,541,0
1,1,11,542,0
1,1,11,543,7
1,1,11,544,28
1,1,11,545,7
1,1,11,546,0
1,1,11,547,7
1,1,11,548,0
1,1,11,549,0
1,1,11,550,0
1,1,11,551,7
1,1,11,552,0
1,1,11,553,0
1,1,11,554,0
1,1,11,555,0
1,1,11,556,0
1,1,11,557,0
1,1,11,558,0
1,1,11,559,0
1,1,11,560,0
1,1,11,561,0
1,1,11,562,0
1,1,11,563,0
1,1,11,564,0
1,1,11,565,0
1,1,11,566,0
1,1,11,567,0
1,1,11,568,0
1,1,11,569,0
1,1,11,570,0
1,1,11,571,0
1,1,11,572,7
1,1,11,573,7
1,1,11,574,0
1,1,11,575,14
1,1,11,576,0
1,1,11,577,0
1,1,11,578,0
1,1,11,579,7
1,1,11,580,0
1,1,11,581,7
1,1,11,582,21
1,1,11,583,13
1,1,11,584,14
1,1,11,585,14
1,1,11,586,28
1,1,11,587,34
1,1,11,588,0
1,1,11,589,13
1,1,11,590,7
1,1,11,591,0
1,1,11,592,0
1,1,11,593,0
1,1,11,594,0
1,1,11,595,6
1,1,11,596,0
1,1,11,597,0
1,1,11,598,0
1,1,11,599,0
1,1,11,600,0
1,1,11,601,0
1,1,11,602,0
1,1,11,603,0
1,1,11,604,0
1,1,11,605,0
1,1,11,606,0
1,1,11,607,0
1,1,11,608,0
1,1,11,609,0
1,1,11,610,0
1,1,11,611,0
1,1,11,612,0
1,1,11,613,0
1,1,11,614,0
1,1,11,615,0
1,1,11,616,0
1,1,11,617,0
1,1,11,618,0
1,1,11,619,0
1,1,11,620,7
1,1,11,621,0
1,1,11,622,0
1,1,11,623,0
1,1,11,624,0
1,1,11,625,7
1,1,11,626,2
1,1,11,627,3
1,1,11,628,7
1,1,11,629,14
1,1,11,630,27
1,1,11,631,7
1,1,11,632,21
1,1,11,633,44
1,1,11,634,80
1,1,11,635,53
1,1,11,636,30
1,1,11,637,21
1,1,11,638,22
1,1,11,639,0
1,1,11,640,7
1,1,11,641,0
1,1,11,642,7
1,1,11,643,7
1,1,11,644,0
1,1,11,645,0
1,1,11,646,0
1,1,11,647,0
1,1,11,648,0
1,1,11,649,0
1,1,11,650,0
1,1,11,651,13
1,1,11,652,36
1,1,11,653,7
1,1,11,654,0
1,1,11,655,7
1,1,11,656,0
1,1,11,657,0
1,1,11,658,0
1,1,11,659,0
1,1,11,660,0
1,1,11,661,7
1,1,11,662,0
1,1,11,663,0
1,1,11,664,0
1,1,11,665,0
1,1,11,666,0
1,1,11,667,0
1,1,11,668,0
1,1,11,669,0
1,1,11,670,0
1,1,11,671,0
1,1,11,672,13
1,1,11,673,7
1,1,11,674,0
1,1,11,675,0
1,1,11,676,14
1,1,11,677,1
1,1,11,678,4
1,1,11,679,0
1,1,11,680,7
1,1,11,681,0
1,1,11,682,14
1,1,11,683,11
1,1,11,684,23
1,1,11,685,7
1,1,11,686,0
1,1,11,687,20
1,1,11,688,28
1,1,11,689,7
1,1,11,690,1
1,1,11,691,32
1,1,11,692,12
1,1,11,693,43
1,1,11,694,30
1,1,11,695,24
1,1,11,696,21
1,1,11,697,41
1,1,11,698,6
1,1,11,699,35
1,1,11,700,24
1,1,11,701,2
1,1,11,702,0
1,1,11,703,15
1,1,11,704,0
1,1,11,705,0
1,1,11,706,14
1,1,11,707,0
1,1,11,708,0
1,1,11,709,7
1,1,11,710,0
1,1,11,711,0
1,1,11,712,0
1,1,11,713,0
1,1,11,714,48
1,1,11,715,3
1,1,11,716,7
1,1,11,717,0
1,1,11,718,0
1,1,11,719,0
1,1,11,720,0
1,1,11,721,0
1,1,11,722,0
1,1,11,723,0
1,1,11,724,0
1,1,11,725,0
1,1,11,726,0
1,1,11,727,0
1,1,11,728,0
1,1,11,729,0
1,1,11,730,0
1,1,11,731,0
1,1,11,732,0
1,1,11,733,0
1,1,11,734,0
1,1,11,735,0
1,1,11,736,0
1,1,11,737,0
1,1,11,738,0
1,1,11,739,0
1,1,11,740,0
1,1,11,741,0
1,1,11,742,0
1,1,11,743,0
1,1,11,744,0
1,1,11,745,0
1,1,11,746,0
1,1,11,747,0
1,1,11,748,0
1,1,11,749,0
1,1,11,750,0
1,1,11,751,0
1,1,11,752,0
1,1,12,452,0
1,1,12,453,0
1,1,12,454,0
1,1,12,455,0
1,1,12,456,0
1,1,12,457,0
1,1,12,458,0
1,1,12,459,0
1,1,12,460,0
1,1,12,461,0
1,1,12,462,0
1,1,12,463,0
1,1,12,464,0
1,1,12,465,0
1,1,12,466,0
1,1,12,467,0
1,1,12,468,0
1,1,12,469,0
1,1,12,470,0
1,1,12,471,0
1,1,12,472,0
1,1,12,473,0
1,1,12,474,0
1,1,12,475,0
1,1,12,476,0
1,1,12,477,0
1,1,12,478,0
1,1,12,479,0
1,1,12,480,0
1,1,12,481,0
1,1,12,482,0
1,1,12,483,0
1,1,12,484,0
1,1,12,485,0
1,1,12,486,0
1,1,12,487,0
1,1,12,488,0
1,1,12,489,0
1,1,12,490,0
1,1,12,491,0
1,1,12,492,0
1,1,12,493,0
1,1,12,494,0
1,1,12,495,0
1,1,12,496,0
1,1,12,497,0
1,1,12,498,0
1,1,12,499,0
1,1,12,500,0
1,1,12,501,0
1,1,12,502,0
1,1,12,503,0
1,1,12,504,0
1,1,12,505,0
1,1,12,506,0
1,1,12,507,0
1,1,12,508,0
1,1,12,509,0
1,1,12,510,0
1,1,12,511,0
1,1,12,512,0
1,1,12,513,0
1,1,12,514,0
1,1,12,515,0
1,1,12,516,0
1,1,12,517,0
1,1,12,518,0
1,1,12,519,0
1,1,12,520,0
1,1,12,521,0
1,1,12,522,0
1,1,12,523,0
1,1,12,524,0
1,1,12,525,0
1,1,12,526,0
1,1,12,527,0
1,1,12,528,0
1,1,12,529,0
1,1,12,530,0
1,1,12,531,0
1,1,12,532,0
1,1,12,533,0
1,1,12,534,0
1,1,12,535,0
1,1,12,536,0
1,1,12,537,0
1,1,12,538,0
1,1,12,539,0
1,1,12,540,0
1,1,12,541,0
1,1,12,542,20
1,1,12,543,47
1,1,12,544,80
1,1,12,545,13
1,1,12,546,0
1,1,12,547,7
1,1,12,548,5
1,1,12,549,1
1,1,12,550,0
1,1,12,551,1
1,1,12,552,5
1,1,12,553,7
1,1,12,554,0
1,1,12,555,7
1,1,12,556,7
1,1,12,557,0
1,1,12,558,7
1,1,12,559,0
1,1,12,560,0
1,1,12,561,0
1,1,12,562,0
1,1,12,563,0
1,1,12,564,0
1,1,12,565,0
1,1,12,566,0
1,1,12,567,0
1,1,12,568,0
1,1,12,569,0
1,1,12,570,0
1,1,12,571,0
1,1,12,572,20
1,1,12,573,7
1,1,12,574,7
1,1,12,575,18
1,1,12,576,10
1,1,12,577,0
1,1,12,578,0
1,1,12,579,7
1,1,12,580,0
1,1,12,581,7
1,1,12,582,14
1,1,12,583,20
1,1,12,584,38
1,1,12,585,24
1,1,12,586,27
1,1,12,587,42
1,1,12,588,6
1,1,12,589,20
1,1,12,590,7
1,1,12,591,0
1,1,12,592,0
1,1,12,593,0
1,1,12,594,0
1,1,12,595,7
1,1,12,596,0
1,1,12,597,0
1,1,12,598,0
1,1,12,599,0
1,1,12,600,0
1,1,12,601,0
1,1,12,602,0
1,1,12,603,0
1,1,12,604,3
1,1,12,605,3
1,1,12,606,0
1,1,12,607,0
1,1,12,608,0
1,1,12,609,0
1,1,12,610,0
1,1,12,611,0
1,1,12,612,0
1,1,12,613,0
1,1,12,614,0
1,1,12,615,0
1,1,12,616,0
1,1,12,617,0
1,1,12,618,0
1,1,12,619,0
1,1,12,620,35
1,1,12,621,0
1,1,12,622,6
1,1,12,623,0
1,1,12,624,0
1,1,12,625,7
1,1,12,626,21
1,1,12,627,12
1,1,12,628,21
1,1,12,629,21
1,1,12,630,28
1,1,12,631,14
1,1,12,632,26
1,1,12,633,92
1,1,12,634,189
1,1,12,635,108
1,1,12,636,39
1,1,12,637,7
1,1,12,638,0
1,1,12,639,0
1,1,12,640,0
1,1,12,641,7
1,1,12,642,0
1,1,12,643,7
1,1,12,644,0
1,1,12,645,0
1,1,12,646,0
1,1,12,647,0
1,1,12,648,0
1,1,12,649,0
1,1,12,650,0
1,1,12,651,38
1,1,12,652,85
1,1,12,653,16
1,1,12,654,6
1,1,12,655,7
1,1,12,656,0
1,1,12,657,0
1,1,12,658,0
1,1,12,659,0
1,1,12,660,0
1,1,12,661,0
1,1,12,662,7
1,1,12,663,0
1,1,12,664,0
1,1,12,665,0
1,1,12,666,0
1,1,12,667,0
1,1,12,668,0
1,1,12,669,0
1,1,12,670,0
1,1,12,671,0
1,1,12,672,4
1,1,12,673,22
1,1,12,674,7
1,1,12,675,0
1,1,12,676,14
1,1,12,677,14
1,1,12,678,6
1,1,12,679,0
1,1,12,680,14
1,1,12,681,7
1,1,12,682,20
1,1,12,683,0
1,1,12,684,6
1,1,12,685,7
1,1,12,686,4
1,1,12,687,37
1,1,12,688,32
1,1,12,689,10
1,1,12,690,22
1,1,12,691,35
1,1,12,692,51
1,1,12,693,81
1,1,12,694,50
1,1,12,695,28
1,1,12,696,29
1,1,12,697,96
1,1,12,698,15
1,1,12,699,47
1,1,12,700,21
1,1,12,701,13
1,1,12,702,0
1,1,12,703,22
1,1,12,704,0
1,1,12,705,0
1,1,12,706,14
1,1,12,707,0
1,1,12,708,0
1,1,12,709,7
1,1,12,710,0
1,1,12,711,0
1,1,12,712,0
1,1,12,713,34
1,1,12,714,181
1,1,12,715,38
1,1,12,716,13
1,1,12,717,0
1,1,12,718,0
1,1,12,719,21
1,1,12,720,21
1,1,12,721,7
1,1,12,722,14
1,1,12,723,7
1,1,12,724,0
1,1,12,725,0
1,1,12,726,0
1,1,12,727,0
1,1,12,728,0
1,1,12,729,0
1,1,12,730,0
1,1,12,731,0
1,1,12,732,0
1,1,12,733,0
1,1,12,734,0
1,1,12,735,0
1,1,12,736,0
1,1,12,737,0
1,1,12,738,0
1,1,12,739,0
1,1,12,740,0
1,1,12,741,0
1,1,12,742,7
1,1,12,743,0
1,1,12,744,0
1,1,12,745,0
1,1,12,746,0
1,1,12,747,0
1,1,12,748,0
1,1,12,749,0
1,1,12,750,0
1,1,12,751,0
1,1,12,752,0
1,1,13,452,0
1,1,13,453,0
1,1,13,454,0
1,1,13,455,0
1,1,13,456,0
1,1,13,457,0
1,1,13,458,0
1,1,13,459,0
1,1,13,460,0
1,1,13,461,0
1,1,13,462,0
1,1,13,463,0
1,1,13,464,0
1,1,13,465,0
1,1,13,466,0
1,1,13,467,0
1,1,13,468,0
1,1,13,469,0
1,1,13,470,0
1,1,13,471,0
1,1,13,472,0
1,1,13,473,0
1,1,13,474,0
1,1,13,475,0
1,1,13,476,0
1,1,13,477,0
1,1,13,478,0
1,1,13,479,0
1,1,13,480,0
1,1,13,481,0
1,1,13,482,0
1,1,13,483,0
1,1,13,484,0
1,1,13,485,0
1,1,13,486,0
1,1,13,487,0
1,1,13,488,0
1,1,13,489,0
1,1,13,490,0
1,1,13,491,0
1,1,13,492,0
1,1,13,493,0
1,1,13,494,0
1,1,13,495,0
1,1,13,496,0
1,1,13,497,0
1,1,13,498,0
1,1,13,499,0
1,1,13,500,0
1,1,13,501,0
1,1,13,502,0
1,1,13,503,0
1,1,13,504,0
1,1,13,505,0
1,1,13,506,0
1,1,13,507,0
1,1,13,508,0
1,1,13,509,0
1,1,13,510,0
1,1,13,511,0
1,1,13,512,0
1,1,13,513,0
1,1,13,514,0
1,1,13,515,0
1,1,13,516,0
1,1,13,517,0
1,1,13,518,0
1,1,13,519,0
1,1,13,520,0
1,1,13,521,0
1,1,13,522,0
1,1,13,523,0
1,1,13,524,0
1,1,13,525,0
1,1,13,526,0
1,1,13,527,0
1,1,13,528,0
1,1,13,529,0
1,1,13,530,0
1,1,13,531,0
1,1,13,532,0
1,1,13,533,0
1,1,13,534,0
1,1,13,535,0
1,1,13,536,0
1,1,13,537,0
1,1,13,538,0
1,1,13,539,0
1,1,13,540,0
1,1,13,541,0
1,1,13,542,11
1,1,13,543,46
1,1,13,544,91
1,1,13,545,7
1,1,13,546,7
1,1,13,547,7
1,1,13,548,0
1,1,13,549,7
1,1,13,550,0
1,1,13,551,0
1,1,13,552,7
1,1,13,553,7
1,1,13,554,0
1,1,13,555,7
1,1,13,556,7
1,1,13,557,0
1,1,13,558,7
1,1,13,559,0
1,1,13,560,0
1,1,13,561,0
1,1,13,562,0
1,1,13,563,0
1,1,13,564,0
1,1,13,565,0
1,1,13,566,0
1,1,13,567,0
1,1,13,568,0
1,1,13,569,0
1,1,13,570,0
1,1,13,571,7
1,1,13,572,14
1,1,13,573,7
1,1,13,574,7
1,1,13,575,8
1,1,13,576,19
1,1,13,577,0
1,1,13,578,0
1,1,13,579,7
1,1,13,580,0
1,1,13,581,13
1,1,13,582,10
1,1,13,583,25
1,1,13,584,34
1,1,13,585,18
1,1,13,586,32
1,1,13,587,36
1,1,13,588,6
1,1,13,589,20
1,1,13,590,6
1,1,13,591,0
1,1,13,592,0
1,1,13,593,0
1,1,13,594,0
1,1,13,595,7
1,1,13,596,0
1,1,13,597,0
1,1,13,598,0
1,1,13,599,0
1,1,13,600,0
1,1,13,601,0
1,1,13,602,0
1,1,13,603,0
1,1,13,604,0
1,1,13,605,7
1,1,13,606,0
1,1,13,607,0
1,1,13,608,0
1,1,13,609,0
1,1,13,610,0
1,1,13,611,0
1,1,13,612,0
1,1,13,613,0
1,1,13,614,0
1,1,13,615,0
1,1,13,616,0
1,1,13,617,0
1,1,13,618,0
1,1,13,619,0
1,1,13,620,35
1,1,13,621,0
1,1,13,622,6
1,1,13,623,0
1,1,13,624,0
1,1,13,625,7
1,1,13,626,26
1,1,13,627,6
1,1,13,628,21
1,1,13,629,27
1,1,13,630,21
1,1,13,631,14
1,1,13,632,30
1,1,13,633,110
1,1,13,634,197
1,1,13,635,92
1,1,13,636,21
1,1,13,637,14
1,1,13,638,0
1,1,13,639,0
1,1,13,640,0
1,1,13,641,7
1,1,13,642,0
1,1,13,643,7
1,1,13,644,0
